WKT,osm_id,name,type,population
"POINT (22.60476 52.09678)",359441746,Izdebki-Kośmidry,village,126
"POINT (22.50296 52.15532)",359441789,Stopki,village,0
"POINT (22.67471 52.18145)",359441797,Łepki Nowe,village,0
"POINT (22.52695 52.17987)",359441807,Klimonty,village,164
"POINT (22.52991 52.14077)",359441809,Radzików Wielki,village,0
"POINT (22.63926 52.19017)",359441812,Łepki Stare,village,0
"POINT (22.61484 52.19313)",359441815,Suchodół,village,0
"POINT (22.59278 52.16326)",359441818,Bejdy,village,0
"POINT (22.50987 52.09373)",359441822,Tchorzew,village,213
"POINT (22.5645 52.12944)",359441824,Piory Wielkie,village,0
"POINT (22.67638 52.16879)",359441827,Hadynów,village,0
"POINT (22.80813 52.1769)",359441829,Ławy,village,0
"POINT (22.83341 52.16918)",359441832,Zienie,village,0
"POINT (22.77925 52.13296)",359441835,Juniewicze,village,0
"POINT (22.70973 52.1812)",359441837,Szanków,village,0
"POINT (22.85113 52.19553)",359441855,Popławy,village,120
"POINT (22.85246 52.20926)",359441860,Czeberaki,village,150
"POINT (22.55648 51.98979)",359441879,Trzebieszów,town,1651
"POINT (22.51554 51.9928)",359441884,Popławy,village,120
"POINT (22.6536 52.11077)",359441894,Prochenki,village,0
"POINT (22.69939 52.12923)",359441899,Korczówka,village,0
"POINT (22.68947 52.1624)",359441902,Szawły,village,0
"POINT (22.56785 52.10279)",359441906,Izdebki-Wąsy,village,149
"POINT (22.89057 52.16343)",359441929,Kobylany,village,0
"POINT (22.84186 52.13824)",359441935,Huszlew,village,530
"POINT (22.87916 52.12502)",359441939,Makarówka,village,440
"POINT (22.8574 52.10472)",359441944,Kownaty,village,0
"POINT (22.84787 52.10064)",359441950,Żurawłówka,village,200
"POINT (22.80423 52.11772)",359441954,Krzywośnity,village,0
"POINT (22.80873 52.13073)",359441959,Liwki I,village,0
"POINT (22.80028 52.12708)",359441964,Liwki II,village,0
"POINT (22.74848 52.14802)",359441969,Mszanna,village,0
"POINT (22.89083 52.20291)",359441973,Wyrzyki,village,180
"POINT (22.89658 52.09369)",359441978,Cełujki,village,0
"POINT (22.75848 52.11884)",359441983,Kopce,village,0
"POINT (22.8822 52.17819)",359441995,Rudka,village,0
"POINT (22.74702 52.10326)",359441997,Mostów,village,0
"POINT (22.78676 52.19343)",359442003,Chotycze,village,400
"POINT (22.92534 52.10077)",359442034,Pojelce,village,0
"POINT (22.69647 52.10039)",359442038,Kożuszki,village,0
"POINT (22.81393 52.18677)",359442082,Łużki,village,230
"POINT (22.48859 52.01902)",359442122,Gołowierzchy,village,0
"POINT (22.3131 52.02275)",359442124,Biardy,village,0
"POINT (22.25126 52.20184)",359442140,Strzała,village,1054
"POINT (22.43872 52.08948)",359442146,Zbuczyn Poduchowny,village,0
"POINT (22.48309 52.09051)",359442150,Karcze,village,111
"POINT (22.28264 52.08884)",359442154,Kolonia Wiśniew,village,286
"POINT (22.43614 52.18561)",359442167,Wyczółki,village,276
"POINT (22.19041 52.18231)",359442173,Nowe Opole,village,800
"POINT (22.17402 52.17647)",359442178,Stare Opole,village,727
"POINT (22.39344 52.17188)",359442181,Pruszyn-Pieńki,village,353
"POINT (22.47369 52.03648)",359442185,Wólka Konopna,village,190
"POINT (22.94417 52.06189)",359442192,Zabłocie,village,0
"POINT (23.01172 52.16081)",359442203,Nosów,village,0
"POINT (23.04374 52.14343)",359442208,Marianpol,village,0
"POINT (22.61398 51.97722)",359442223,Dobowierzchy,village,0
"POINT (22.60862 51.94911)",359442227,Brzozowica,village,0
"POINT (22.9192 52.04275)",359442228,Woroniec,village,420
"POINT (22.88006 52.05335)",359442231,Krzymowskie,village,80
"POINT (22.83848 52.04867)",359442234,Koszeliki,village,0
"POINT (22.84487 52.02992)",359442237,Rogoźnica,village,0
"POINT (22.82641 52.07056)",359442241,Zasiadki,village,0
"POINT (23.06846 52.10953)",359442244,Witulin,village,430
"POINT (23.02983 52.13081)",359442246,Leśna Podlaska,village,900
"POINT (23.02082 52.0764)",359442250,Łukowce,village,0
"POINT (22.91293 52.00558)",359442255,Dolha,village,0
"POINT (23.02091 52.1254)",359442259,Bordziłówka Nowa,village,0
"POINT (23.02872 52.0685)",359442261,Sitnik,village,0
"POINT (22.8971 52.00516)",359442265,Puchacze,village,0
"POINT (22.94598 52.02923)",359442268,Sycyna,village,136
"POINT (22.92821 52.07588)",359442271,Swory,village,466
"POINT (22.8822861 52.0291511)",359442275,Rogożniczka,village,0
"POINT (22.99464 52.02314)",359442278,Styrzyniec,village,0
"POINT (23.1133 52.15686)",359442282,Komarno,village,380
"POINT (23.13673 52.1194)",359442285,Osówka,village,0
"POINT (22.99928 52.14905)",359442288,Bukowice,village,0
"POINT (23.05627 52.18712)",359442292,Zakalinki,village,0
"POINT (22.99301 52.12231)",359442293,Bordziłówka Stara,village,0
"POINT (23.08434 52.20793)",359442298,Konstantynów,town,1437
"POINT (22.97499 52.13837)",359442300,Droblin,village,0
"POINT (23.00387 52.0915)",359442303,Worgule,village,893
"POINT (22.61343 52.0576)",359442309,Krzesk-Królowa Niwa,village,614
"POINT (22.55335 52.06923)",359442311,Krzesk Stary,village,0
"POINT (22.62175 52.01022)",359442315,Krzymoszyce,village,0
"POINT (22.60124 52.03001)",359442318,Jakusze,village,0
"POINT (22.65123 52.04734)",359442322,Grochówka,village,293
"POINT (22.61308 52.03807)",359442324,Tęczki,village,228
"POINT (22.51854 52.04262)",359442328,Zembry,village,0
"POINT (22.5379 52.00842)",359442332,Wylany,village,0
"POINT (22.56691 52.02558)",359442333,Wierzejki,village,0
"POINT (22.50631 52.04296)",359442337,Mikłusy,village,0
"POINT (22.67943 52.07)",359442340,Niwa,village,0
"POINT (22.68016 52.0791)",359442343,Łuniew,village,0
"POINT (22.58012 52.01211)",359442346,Kurów,village,0
"POINT (22.62094 51.99692)",359442349,Leszczanka,village,0
"POINT (22.51095 52.05112)",359442353,Zaolszynie,village,0
"POINT (22.78367 52.03816)",359442356,Zascianki,village,0
"POINT (22.7281 52.08)",359442362,Łukowisko,village,330
"POINT (22.67548 52.06009)",359442365,Krzewica,village,350
"POINT (22.75007 51.96091)",359442369,Rzeczyca,village,1000
"POINT (22.68209 51.95134)",359442372,Przychody,village,530
"POINT (22.75955 52.03739)",359442375,Hałasy,village,0
"POINT (22.79599 52.04841)",359442379,Manie,village,0
"POINT (22.65205 52.03091)",359442382,Wólka Krzymowska,village,0
"POINT (22.70707 52.03039)",359442386,Tłuściec,village,480
"POINT (22.72346 51.98842)",359442387,Tulilów,village,0
"POINT (22.63596 51.98752)",359442389,Strzakly,village,0
"POINT (22.68145 51.96245)",359442393,Misie,village,600
"POINT (22.69878 51.97439)",359442396,Jelnica,village,0
"POINT (22.72681 52.01923)",359442400,Żabce,village,0
"POINT (22.68166 52.00563)",359442403,Pościsze,village,0
"POINT (22.69505 51.98022)",359442405,Sawki,village,140
"POINT (22.53167 51.94975)",359442409,Szaniawy-Poniaty,village,700
"POINT (22.75033 51.92164)",359442411,Wygnanka,village,0
"POINT (22.71063 51.89899)",359442415,Kakolewnica Wschodnia,village,680
"POINT (22.93928 51.90254)",359442418,Kwasówka,village,300
"POINT (23.16871 51.9001)",359442421,Łomazy,town,1700
"POINT (22.72715 51.87075)",359442425,Żakowola Stara,village,0
"POINT (22.70102 51.88135)",359442429,Zakowola Poprzeczna,village,0
"POINT (22.68055 51.891)",359442434,Kakolewnica Południowa,village,760
"POINT (22.69419 51.90031)",359442442,Kakolewnica Północna,village,270
"POINT (22.68381 51.88272)",359442447,Jurki,village,0
"POINT (22.94718 51.86954)",359442450,Żelizna,village,364
"POINT (22.69943 51.86894)",359442454,Żakowola Radzyńska,village,0
"POINT (22.73844 51.91139)",359442457,Rudnik,village,0
"POINT (22.76663 51.84263)",359442460,Aleksandrówka,village,0
"POINT (22.75998 51.85624)",359442464,Worsy,village,0
"POINT (22.70973 51.92229)",359442467,Grabowiec,village,530
"POINT (22.62673 51.8341)",359442471,Pludy,village,0
"POINT (22.54807 51.84191)",359442472,Paskudy,village,435
"POINT (22.53038 51.8601)",359442475,Gąsiory,village,0
"POINT (22.5509 51.86117)",359442479,Zakrzew,village,0
"POINT (22.58411 51.86714)",359442482,Głowne,village,0
"POINT (22.65831 51.93061)",359442486,Polskowola,village,900
"POINT (22.59377 51.89628)",359442489,Lipniaki,village,0
"POINT (22.50421 51.85002)",359442492,Żyłki,village,0
"POINT (22.70046 51.84787)",359442496,Turów,town,1200
"POINT (22.53824 51.92104)",359442500,Zarzecz Łukowski,village,0
"POINT (22.58939 51.91431)",359442503,Olszewnica,village,630
"POINT (22.50369 51.88731)",359442506,Suchocin,village,0
"POINT (22.53927 51.90903)",359442510,Kownatki,village,336
"POINT (22.52305 52.0685)",359442512,Kamienna Wólka,village,156
"POINT (22.573 52.04524)",359442516,Maciejowice,village,138
"POINT (22.50356 51.93748)",359442519,Szaniawy-Matysy,village,500
"POINT (22.50876 51.92031)",359442523,Strzyżew,village,780
"POINT (23.20905 51.92392)",359442524,Studzianka,village,0
"POINT (23.22686 51.84173)",359442527,Rowiny,village,0
"POINT (22.97838 51.99061)",359442531,Sokule,village,0
"POINT (22.91456 51.98795)",359442534,Szachy,village,0
"POINT (23.03009 51.98769)",359442536,Jaźwiny,village,48
"POINT (22.98752 51.96117)",359442540,Danówka,village,0
"POINT (23.03271 51.94301)",359442543,Leszczanka,village,0
"POINT (23.06322 51.96443)",359442547,Janówka,village,0
"POINT (23.04936 51.90589)",359442551,Korczówka,village,0
"POINT (23.06623 51.93666)",359442555,Burwin,village,0
"POINT (22.90933 51.95009)",359442558,Żerocin,village,580
"POINT (22.83272 51.94095)",359442561,Zahajki,village,0
"POINT (22.95937 51.93435)",359442565,Strzyżanówka,village,0
"POINT (22.89285 51.97679)",359442568,Utrówka,village,0
"POINT (22.97615 51.9243)",359442571,Witoroż,village,0
"POINT (23.01597 51.8983)",359442574,Wólka Korczowska,village,0
"POINT (23.02408 51.86332)",359442576,Kolembrody,village,538
"POINT (22.86087 51.99528)",359442580,Sitno,village,0
"POINT (23.37556 51.98044)",359442583,Piszczac,village,3087
"POINT (23.13682 51.8568)",359442587,Rossosz,town,1000
"POINT (23.4162 51.8813)",359442591,Tuczna,village,0
"POINT (23.23965 51.94683)",359442594,Ortel Królewski II,village,280
"POINT (23.1297 51.9561)",359442597,Wola Dubowska,village,0
"POINT (23.15733 51.9549)",359442599,Dubów,village,0
"POINT (23.08043 51.8483)",359442603,Mokre,village,410
"POINT (23.21175 51.89903)",359442605,Lubienka,village,0
"POINT (22.7853 51.87958)",359442608,Szóstka,village,0
"POINT (22.87143 51.9119)",359442610,Drelów,village,900
"POINT (22.87027 51.89375)",359442613,Łóżki,village,500
"POINT (22.8265 51.91242)",359442615,Przechodzisko,village,0
"POINT (22.81985 51.86328)",359442618,Wólka Łóżecka,village,0
"POINT (22.88881 51.89053)",359442620,Obnowa,village,0
"POINT (23.49529 51.92838)",359442722,Zahorów,village,0
"POINT (23.49431 51.98074)",359442724,Nowy Dwór,village,0
"POINT (23.54199 51.89581)",359442726,Olszanki,village,0
"POINT (23.54851 51.90988)",359442729,Dobromyśl,village,0
"POINT (23.38268 52.17446)",359442732,Derło,village,0
"POINT (23.32973 52.17639)",359442734,Błonie,village,0
"POINT (23.44628 52.15613)",359442737,Bohukały,village,0
"POINT (23.4065 52.16781)",359442739,Zaczopki,village,0
"POINT (23.28394 52.19124)",359442740,Wierzchlas,village,109
"POINT (23.23707 52.20634)",359442743,Wygoda,village,0
"POINT (23.54825 52.0797)",359442745,Koroszczyn,village,660
"POINT (23.2075 52.19334)",359442747,Janów Podlaski,town,2700
"POINT (23.35659 52.19253)",359442751,Woroblin,village,0
"POINT (22.77921 51.93405)",359442753,Bereza,village,500
"POINT (23.55014 51.93821)",359442782,Kąty,village,0
"POINT (23.55786 51.96623)",359442795,Kopytów,village,0
"POINT (23.50847 51.86838)",359442799,Leniuszki,village,0
"POINT (23.59533 51.8374)",359442802,Szostak,village,0
"POINT (23.55568 51.84671)",359442808,Zabłocie,village,0
"POINT (23.52834 51.85199)",359442811,Wólka Zabłocka,village,0
"POINT (23.30818 52.09609)",359442815,Michałki,village,0
"POINT (23.29878 52.06764)",359442818,Husinka,village,0
"POINT (23.41573 52.07957)",359442822,Dereczanka,village,0
"POINT (23.39985 52.05258)",359442825,Dobryń Mały,village,0
"POINT (23.59945 52.01962)",359442828,Lebiedziów,village,0
"POINT (23.61271 52.0067)",359442832,Dobratycze,village,0
"POINT (23.34256 52.04507)",359442837,Horbów,village,0
"POINT (23.22428 52.06906)",359442839,Kaliłów,village,0
"POINT (23.3438 52.02773)",359442844,Kłoda Mała,village,0
"POINT (23.32891 52.01807)",359442848,Kłoda Duża,village,0
"POINT (23.25831 52.04425)",359442853,Woskrzenice Duże,village,0
"POINT (23.25699 52.05314)",359442856,Woskrzenice Małe,village,0
"POINT (23.37852 52.12399)",359442858,Olszyn,village,0
"POINT (23.42886 52.08927)",359442863,Nowosiołki,village,0
"POINT (23.53503 52.00636)",359442866,Podolanka,village,0
"POINT (23.55992 52.04485)",359442870,Kobylany,village,0
"POINT (23.36333 52.03644)",359442871,Zalesie,village,0
"POINT (23.57709 51.99417)",359442874,Kozanówka,village,0
"POINT (23.46126 52.0376)",359442879,Wólka Dobryńska,village,0
"POINT (23.37745 52.03086)",359442882,Lachówka Duża,village,0
"POINT (23.60692 51.91341)",359442884,Kodeń,town,1900
"POINT (23.62361 51.95297)",359442888,Okczyn,village,0
"POINT (23.65837 51.97645)",359442891,Kostomłoty,village,760
"POINT (23.47092 52.12635)",359442899,Mokrany Nowe,village,0
"POINT (23.52417 52.1248)",359442903,Neple,village,0
"POINT (23.60031 52.05245)",359442910,Polatycze,village,0
"POINT (23.47143 52.06511)",359442914,Dobryń Duży,village,0
"POINT (23.51667 52.04399)",359442917,Małaszewicze Duże,town,0
"POINT (23.1076 52.08309)",359442924,Cicibór Mały,village,0
"POINT (23.1188 52.07691)",359442927,Cicibór Duży,village,540
"POINT (23.05657 52.01653)",359442929,Porosiuki,village,0
"POINT (23.08185 52.06425)",359442933,Rakowiska,village,600
"POINT (23.04339 52.03541)",359442936,Nowy Sławacinek,village,300
"POINT (23.05567 52.02833)",359442939,Stary Sławacinek,village,0
"POINT (23.41976 52.12009)",359442942,Kolczyn,village,0
"POINT (23.1518 52.06657)",359442945,Grabanów,village,270
"POINT (23.16991 52.19999)",359442950,Pawłów Nowy,village,420
"POINT (23.08653 52.20102)",359442952,Zakanale,village,0
"POINT (23.11811 52.16699)",359442955,Wólka Polinowska,village,0
"POINT (23.19639 52.2024)",359442958,Pawłów Stary,village,0
"POINT (23.15424 52.18944)",359442960,Romanów,village,0
"POINT (23.16592 52.15592)",359442963,Polinów,village,100
"POINT (23.10875 52.14497)",359442965,Sulinki,village,0
"POINT (23.13601 52.09704)",359442968,Hrud,village,800
"POINT (23.25166 52.14661)",359442969,Hołodnica,village,0
"POINT (23.29514 52.12206)",359442971,Rokitno,village,0
"POINT (23.19656 52.16248)",359442974,Mała Klonownica,village,190
"POINT (23.2057 52.14304)",359442976,Duża Klonownica,village,0
"POINT (23.1291 52.08073)",359442979,Roskosz,village,0
"POINT (23.16429 52.0788)",359442982,Wilczyn,village,0
"POINT (23.28801 52.00576)",359442984,Perkowice,village,229
"POINT (23.22587 52.01447)",359442991,Czosnówka,village,0
"POINT (23.34303 52.08099)",359442995,Koczukówka,village,0
"POINT (23.31767 52.1121)",359442998,Lipnica,village,0
"POINT (23.48873 52.14751)",359443000,Krzyczew,village,0
"POINT (23.38264 52.06691)",359443002,Kijowiec,village,0
"POINT (23.47366 52.10476)",359443006,Malowa Góra,village,0
"POINT (23.48165 52.11193)",359443008,Mokrany Stare,village,0
"POINT (23.3232 52.18918)",359443011,Ostrów,village,200
"POINT (23.44903 52.10837)",359443013,Berezówka,village,0
"POINT (22.47391 52.06884)",359443046,Pogonów,village,155
"POINT (22.99194 52.18643)",359443053,Wólka Nosowska,village,0
"POINT (22.80324 52.08468)",359443060,Dziadkowskie,village,0
"POINT (22.86499 52.07953)",359443062,Krasna,village,0
"POINT (22.92993 52.13931)",359443065,Wygnanki,village,200
"POINT (23.09893 51.92074)",359443405,Krasówka,village,0
"POINT (23.06438 51.89632)",359443407,Kozły,village,0
"POINT (23.16806 51.84955)",359443410,Bordziłówka,village,0
"POINT (23.27643 51.84341)",359443412,Kopytnik,village,0
"POINT (23.31925 51.95675)",359443415,Kościeniewicze,village,0
"POINT (23.34582 51.94911)",359443417,Wyczólki,village,0
"POINT (23.21261 51.96692)",359443419,Dokudów II,village,0
"POINT (23.21724 51.95215)",359443422,Dokudów I,village,252
"POINT (23.31329 51.86259)",359443425,Huszcza I,village,1500
"POINT (23.29363 51.86409)",359443428,Huszcza II,village,0
"POINT (23.31063 51.92211)",359443430,Janówka,village,27
"POINT (23.43895 51.94293)",359443432,Połoski,village,0
"POINT (23.3738 51.90014)",359443437,Bokinka Królewska,village,0
"POINT (23.46306 51.94327)",359443439,Trojanów,village,0
"POINT (23.35161 51.86092)",359443442,Wiski,village,0
"POINT (23.27977 51.90212)",359443446,Koszoły,village,390
"POINT (23.43131 51.84881)",359443448,Ogrodniki,village,0
"POINT (23.27085 51.98726)",359443451,Ortel Książęcy,village,0
"POINT (23.33736 51.93177)",359443455,Wólka Kościeniewicka,village,0
"POINT (23.40363 51.92062)",359443457,Dąbrowica Duża,village,0
"POINT (23.13867 51.99606)",359443460,Wólka Plebańska,village,0
"POINT (22.81264 51.99868)",359443462,Wysokie,village,0
"POINT (23.27115 51.97237)",359443466,Ortel Królewski II,village,280
"POINT (23.34964 51.98696)",359443468,Zalutyń,village,0
"POINT (23.38045 51.93066)",359443473,Dąbrowica Mała,village,0
"POINT (23.44208 51.90804)",359443476,Choroszczynka,village,0
"POINT (23.31149 51.8347)",359443480,Stasiówka,village,0
"POINT (23.45886 51.83422)",359443483,Międzyles,village,340
"POINT (23.36758 51.9949)",359443495,Chotyłów,village,900
"POINT (23.48019 51.99619)",359443498,Dobrynka,village,0
"POINT (22.58806 52.1905)",359443714,Rogóziec,village,0
"POINT (22.55692 52.17517)",359443720,Wólka Soseńska,village,0
"POINT (22.63909 52.2016)",359443723,Płosodrza,village,0
"POINT (22.67244 52.19465)",359443725,Rudnik,village,196
"POINT (22.62718 52.20317)",359443726,Wólka Biernaty,village,0
"POINT (22.56063 52.1866)",359443737,Sosenki Jajki,village,0
"POINT (22.25743 51.92998)",359443740,Dąbie,village,900
"POINT (22.29216 51.97872)",359443751,Klimki,village,140
"POINT (22.3084 51.93757)",359443758,Zalesie,village,952
"POINT (23.30771 52.15553)",359443760,Cieleśnica,village,0
"POINT (22.93615 52.18201)",359443767,Stara Kornica,town,1088
"POINT (22.35953 52.20893)",359443773,Golice-Kolonia,village,0
"POINT (14.3627298 53.6950934)",359581297,Warnołęka,village,160
"POINT (14.3853291 53.6747936)",359584959,Brzózki,village,160
"POINT (21.87806 51.87009)",359810855,Zwola Poduchowna,village,266
"POINT (21.83568 51.86639)",359810857,Ryczyska,village,0
"POINT (21.89837 51.84577)",359810858,Wilczyska,village,370
"POINT (21.88047 51.88293)",359810859,Zwola,village,0
"POINT (22.10411 51.99288)",359810860,Róża Podgórna,village,0
"POINT (21.99315 51.98275)",359810861,Zgórznica,village,0
"POINT (21.82381 51.88377)",359810863,Miastków Kościelny,village,630
